Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-14,35.38999938964844,35.38999938964844,35.38999938964844,35.38999938964844,0,0,0
2022-03-15,35.130001068115234,35.130001068115234,35.130001068115234,35.130001068115234,0,0,0
2022-03-16,36.869998931884766,36.869998931884766,36.869998931884766,36.869998931884766,0,0,0
2022-03-17,36.65999984741211,36.65999984741211,36.65999984741211,36.65999984741211,0,0,0
2022-03-18,37.349998474121094,37.349998474121094,37.349998474121094,37.349998474121094,0,0,0
2022-03-21,37.40999984741211,37.40999984741211,37.40999984741211,37.40999984741211,0,0,0
2022-03-22,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,0,0,0
2022-03-23,37.119998931884766,37.119998931884766,37.119998931884766,37.119998931884766,0,0,0
2022-03-24,36.90999984741211,36.90999984741211,36.90999984741211,36.90999984741211,0,0,0
2022-03-25,37.29999923706055,37.29999923706055,37.29999923706055,37.29999923706055,0,0,0
2022-03-29,38.52000045776367,38.52000045776367,38.52000045776367,38.52000045776367,0,0,0
2022-03-30,37.95000076293945,37.95000076293945,37.95000076293945,37.95000076293945,0,0,0
2022-03-31,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,0,0,0
2022-04-01,37.59000015258789,37.59000015258789,37.59000015258789,37.59000015258789,0,0,0
2022-04-05,37.54999923706055,37.54999923706055,37.54999923706055,37.54999923706055,0,0,0
2022-04-07,36.29999923706055,36.29999923706055,36.29999923706055,36.29999923706055,0,0,0
2022-04-08,35.9900016784668,35.9900016784668,35.9900016784668,35.9900016784668,0,0,0
2022-04-12,36.04999923706055,36.04999923706055,36.04999923706055,36.04999923706055,0,0,0
2022-04-13,35.720001220703125,35.720001220703125,35.720001220703125,35.720001220703125,0,0,0
2022-04-14,36.09000015258789,36.09000015258789,36.09000015258789,36.09000015258789,0,0,0
2022-04-20,36.58000183105469,36.58000183105469,36.58000183105469,36.58000183105469,0,0,0
2022-04-21,37.22999954223633,37.22999954223633,37.22999954223633,37.22999954223633,0,0,0
2022-04-25,35.45000076293945,35.45000076293945,35.45000076293945,35.45000076293945,0,0,0
2022-04-26,35.459999084472656,35.459999084472656,35.459999084472656,35.459999084472656,0,0,0
2022-04-27,35.11000061035156,35.11000061035156,35.11000061035156,35.11000061035156,0,0,0
2022-04-28,35.400001525878906,35.400001525878906,35.400001525878906,35.400001525878906,0,0,0
2022-04-29,36.0,36.0,36.0,36.0,0,0,0
2022-05-03,35.0099983215332,35.0099983215332,35.0099983215332,35.0099983215332,0,0,0
2022-05-04,35.040000915527344,35.040000915527344,35.040000915527344,35.040000915527344,0,0,0
2022-05-05,35.13999938964844,35.13999938964844,35.13999938964844,35.13999938964844,0,0,0
2022-05-06,33.459999084472656,33.459999084472656,33.459999084472656,33.459999084472656,0,0,0
2022-05-11,33.290000915527344,33.290000915527344,33.290000915527344,33.290000915527344,0,0,0
2022-05-12,32.72999954223633,32.72999954223633,32.72999954223633,32.72999954223633,0,0,0
2022-05-13,33.869998931884766,33.869998931884766,33.869998931884766,33.869998931884766,0,0,0
2022-05-17,34.349998474121094,34.349998474121094,34.349998474121094,34.349998474121094,0,0,0
2022-05-18,34.0099983215332,34.0099983215332,34.0099983215332,34.0099983215332,0,0,0
2022-05-20,34.130001068115234,34.130001068115234,34.130001068115234,34.130001068115234,0,0,0
2022-05-23,34.029998779296875,34.029998779296875,34.029998779296875,34.029998779296875,0,0,0
2022-05-24,33.939998626708984,33.939998626708984,33.939998626708984,33.939998626708984,0,0,0
2022-05-25,33.619998931884766,33.619998931884766,33.619998931884766,33.619998931884766,0,0,0
2022-05-27,35.0099983215332,35.0099983215332,35.0099983215332,35.0099983215332,0,0,0
2022-05-31,35.060001373291016,35.060001373291016,35.060001373291016,35.060001373291016,0,0,0
2022-06-01,35.08000183105469,35.08000183105469,35.08000183105469,35.08000183105469,0,0,0
2022-06-03,35.040000915527344,35.040000915527344,35.040000915527344,35.040000915527344,0,0,0
2022-06-07,34.86000061035156,34.86000061035156,34.86000061035156,34.86000061035156,0,0,0
2022-06-09,34.52000045776367,34.52000045776367,34.52000045776367,34.52000045776367,0,0,0
2022-06-10,33.52000045776367,33.52000045776367,33.52000045776367,33.52000045776367,0,0,0
2022-06-13,32.349998474121094,32.349998474121094,32.349998474121094,32.349998474121094,0,0,0
2022-06-15,32.290000915527344,32.290000915527344,32.290000915527344,32.290000915527344,0,0,0
2022-06-16,31.270000457763672,31.270000457763672,31.270000457763672,31.270000457763672,0,0,0
2022-06-17,31.420000076293945,31.420000076293945,31.420000076293945,31.420000076293945,0,0,0
2022-06-20,31.270000457763672,31.270000457763672,31.270000457763672,31.270000457763672,0,0,0
2022-06-22,31.219999313354492,31.219999313354492,31.219999313354492,31.219999313354492,0,0,0
2022-06-27,32.31999969482422,32.31999969482422,32.31999969482422,32.31999969482422,0,0,0
2022-06-28,32.689998626708984,32.689998626708984,32.689998626708984,32.689998626708984,0,0,0
2022-06-30,31.1200008392334,31.1200008392334,31.1200008392334,31.1200008392334,0,0,0
2022-07-01,31.540000915527344,31.540000915527344,31.540000915527344,31.540000915527344,0,0,0
2022-07-04,31.440000534057617,31.440000534057617,31.440000534057617,31.440000534057617,0,0,0
2022-07-05,30.860000610351562,30.860000610351562,30.860000610351562,30.860000610351562,0,0,0
2022-07-07,32.150001525878906,32.150001525878906,32.150001525878906,32.150001525878906,0,0,0
2022-07-08,32.11000061035156,32.11000061035156,32.11000061035156,32.11000061035156,0,0,0
2022-07-11,32.11000061035156,32.11000061035156,32.11000061035156,32.11000061035156,0,0,0
2022-07-13,31.799999237060547,31.799999237060547,31.799999237060547,31.799999237060547,0,0,0
2022-07-14,31.510000228881836,31.510000228881836,31.510000228881836,31.510000228881836,0,0,0
2022-07-15,32.08000183105469,32.08000183105469,32.08000183105469,32.08000183105469,0,0,0
2022-07-19,32.939998626708984,32.939998626708984,32.939998626708984,32.939998626708984,0,0,0
2022-07-20,33.25,33.25,33.25,33.25,0,0,0
2022-07-22,34.27000045776367,34.27000045776367,34.27000045776367,34.27000045776367,0,0,0
2022-07-25,34.15999984741211,34.15999984741211,34.15999984741211,34.15999984741211,0,0,0
2022-07-26,33.83000183105469,33.83000183105469,33.83000183105469,33.83000183105469,0,0,0
2022-07-27,34.189998626708984,34.189998626708984,34.189998626708984,34.189998626708984,0,0,0
2022-07-28,34.63999938964844,34.63999938964844,34.63999938964844,34.63999938964844,0,0,0
2022-07-29,35.560001373291016,35.560001373291016,35.560001373291016,35.560001373291016,0,0,0
2022-08-02,35.31999969482422,35.31999969482422,35.31999969482422,35.31999969482422,0,0,0
2022-08-04,36.060001373291016,36.060001373291016,36.060001373291016,36.060001373291016,0,0,0
2022-08-05,35.459999084472656,35.459999084472656,35.459999084472656,35.459999084472656,0,0,0
2022-08-09,35.22999954223633,35.22999954223633,35.22999954223633,35.22999954223633,0,0,0
2022-08-10,35.52000045776367,35.52000045776367,35.52000045776367,35.52000045776367,0,0,0
2022-08-12,35.91999816894531,35.91999816894531,35.91999816894531,35.91999816894531,0,0,0
2022-08-16,36.02000045776367,36.02000045776367,36.02000045776367,36.02000045776367,0,0,0
2022-08-18,35.83000183105469,35.83000183105469,35.83000183105469,35.83000183105469,0,0,0
2022-08-19,35.540000915527344,35.540000915527344,35.540000915527344,35.540000915527344,0,0,0
2022-08-22,34.66999816894531,34.66999816894531,34.66999816894531,34.66999816894531,0,0,0
2022-08-23,34.5099983215332,34.5099983215332,34.5099983215332,34.5099983215332,0,0,0
2022-08-24,34.650001525878906,34.650001525878906,34.650001525878906,34.650001525878906,0,0,0
2022-08-26,34.459999084472656,34.459999084472656,34.459999084472656,34.459999084472656,0,0,0
2022-08-29,33.529998779296875,33.529998779296875,33.529998779296875,33.529998779296875,0,0,0
2022-08-31,33.36000061035156,33.36000061035156,33.36000061035156,33.36000061035156,0,0,0
2022-09-01,32.470001220703125,32.470001220703125,32.470001220703125,32.470001220703125,0,0,0
2022-09-02,32.880001068115234,32.880001068115234,32.880001068115234,32.880001068115234,0,0,0
2022-09-05,32.630001068115234,32.630001068115234,32.630001068115234,32.630001068115234,0,0,0
2022-09-06,32.70000076293945,32.70000076293945,32.70000076293945,32.70000076293945,0,0,0
2022-09-07,32.619998931884766,32.619998931884766,32.619998931884766,32.619998931884766,0,0,0
2022-09-08,32.70000076293945,32.70000076293945,32.70000076293945,32.70000076293945,0,0,0
2022-09-09,33.61000061035156,33.61000061035156,33.61000061035156,33.61000061035156,0,0,0
2022-09-12,34.29999923706055,34.29999923706055,34.29999923706055,34.29999923706055,0,0,0
2022-09-13,33.650001525878906,33.650001525878906,33.650001525878906,33.650001525878906,0,0,0
2022-09-14,33.25,33.25,33.25,33.25,0,0,0
2022-09-16,32.25,32.25,32.25,32.25,0,0,0
2022-09-20,31.899999618530273,31.899999618530273,31.899999618530273,31.899999618530273,0,0,0
2022-09-21,32.040000915527344,32.040000915527344,32.040000915527344,32.040000915527344,0,0,0
2022-09-22,31.6299991607666,31.6299991607666,31.6299991607666,31.6299991607666,0,0,0
2022-09-23,30.780000686645508,30.780000686645508,30.780000686645508,30.780000686645508,0,0,0
2022-09-26,31.190000534057617,31.190000534057617,31.190000534057617,31.190000534057617,0,0,0
2022-09-27,31.030000686645508,31.030000686645508,31.030000686645508,31.030000686645508,0,0,0
2022-09-28,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,0,0,0
2022-09-29,30.299999237060547,30.299999237060547,30.299999237060547,30.299999237060547,0,0,0
2022-09-30,30.6299991607666,30.6299991607666,30.6299991607666,30.6299991607666,0,0,0
2022-10-03,30.889999389648438,30.889999389648438,30.889999389648438,30.889999389648438,0,0,0
2022-10-05,32.18000030517578,32.18000030517578,32.18000030517578,32.18000030517578,0,0,0
2022-10-06,32.25,32.25,32.25,32.25,0,0,0
2022-10-10,31.1200008392334,31.1200008392334,31.1200008392334,31.1200008392334,0,0,0
2022-10-11,30.510000228881836,30.510000228881836,30.510000228881836,30.510000228881836,0,0,0
2022-10-12,30.649999618530273,30.649999618530273,30.649999618530273,30.649999618530273,0,0,0
2022-10-14,31.3799991607666,31.3799991607666,31.3799991607666,31.3799991607666,0,0,0
2022-10-17,31.670000076293945,31.670000076293945,31.670000076293945,31.670000076293945,0,0,0
2022-10-18,32.189998626708984,32.189998626708984,32.189998626708984,32.189998626708984,0,0,0
2022-10-19,31.610000610351562,31.610000610351562,31.610000610351562,31.610000610351562,0,0,0
2022-10-20,31.8700008392334,31.8700008392334,31.8700008392334,31.8700008392334,0,0,0
2022-10-21,31.899999618530273,31.899999618530273,31.899999618530273,31.899999618530273,0,0,0
2022-10-24,32.630001068115234,32.630001068115234,32.630001068115234,32.630001068115234,0,0,0
2022-10-25,33.08000183105469,33.08000183105469,33.08000183105469,33.08000183105469,0,0,0
2022-10-26,33.130001068115234,33.130001068115234,33.130001068115234,33.130001068115234,0,0,0
2022-10-27,32.9900016784668,32.9900016784668,32.9900016784668,32.9900016784668,0,0,0
2022-10-28,32.93000030517578,32.93000030517578,32.93000030517578,32.93000030517578,0,0,0
2022-10-31,32.91999816894531,32.91999816894531,32.91999816894531,32.91999816894531,0,0,0
2022-11-02,32.9900016784668,32.9900016784668,32.9900016784668,32.9900016784668,0,0,0
2022-11-03,32.45000076293945,32.45000076293945,32.45000076293945,32.45000076293945,0,0,0
2022-11-04,33.40999984741211,33.40999984741211,33.40999984741211,33.40999984741211,0,0,0
2022-11-07,33.209999084472656,33.209999084472656,33.209999084472656,33.209999084472656,0,0,0
2022-11-09,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,0,0,0
2022-11-10,34.529998779296875,34.529998779296875,34.529998779296875,34.529998779296875,0,0,0
2022-11-14,35.369998931884766,35.369998931884766,35.369998931884766,35.369998931884766,0,0,0
2022-11-15,35.47999954223633,35.47999954223633,35.47999954223633,35.47999954223633,0,0,0
2022-11-17,34.84000015258789,34.84000015258789,34.84000015258789,34.84000015258789,0,0,0
2022-11-18,35.459999084472656,35.459999084472656,35.459999084472656,35.459999084472656,0,0,0
2022-11-21,35.36000061035156,35.36000061035156,35.36000061035156,35.36000061035156,0,0,0
2022-11-22,35.290000915527344,35.290000915527344,35.290000915527344,35.290000915527344,0,0,0
2022-11-24,35.75,35.75,35.75,35.75,0,0,0
2022-11-25,35.75,35.75,35.75,35.75,0,0,0
2022-11-28,35.4900016784668,35.4900016784668,35.4900016784668,35.4900016784668,0,0,0
2022-11-30,35.65999984741211,35.65999984741211,35.65999984741211,35.65999984741211,0,0,0
2022-12-01,36.13999938964844,36.13999938964844,36.13999938964844,36.13999938964844,0,0,0
2022-12-02,36.02000045776367,36.02000045776367,36.02000045776367,36.02000045776367,0,0,0
2022-12-05,35.849998474121094,35.849998474121094,35.849998474121094,35.849998474121094,0,0,0
2022-12-06,35.59000015258789,35.59000015258789,35.59000015258789,35.59000015258789,0,0,0
